Well,GFP,Strain,Plant,Leaf,Date,Machine,Unique_plant_ID,Puncher,Date,GFP
A5,850826,WT,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,850826
A6,523875,WT,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,523875
A7,861478,WT,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,861478
A8,834625,WT,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,834625
A9,958959,WT,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,958959
A10,1067914,WT,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,1067914
A11,1042297,WT,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,1042297
A12,779746,WT,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,779746
B1,906923,WT,2,Bottom,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,906923
B2,799108,WT,2,Bottom,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,799108
B3,755755,WT,2,Bottom,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,755755
B4,847797,WT,2,Bottom,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,847797
B5,844598,WT,3,Top,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,844598
B6,491939,WT,3,Top,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,491939
B7,818833,WT,3,Top,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,818833
B8,762390,WT,3,Top,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,762390
B9,696827,WT,3,Bottom,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,696827
B10,601882,WT,3,Bottom,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,601882
B11,728571,WT,3,Bottom,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,728571
B12,676993,WT,3,Bottom,2023_07_03,SB2,Plant_3_2023_07_03,Mitch,2023_07_03,676993
C1,1085681,WT,4,Top,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,1085681
C2,1406056,WT,4,Top,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,1406056
C3,1374848,WT,4,Top,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,1374848
C4,1279202,WT,4,Top,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,1279202
C5,693712,WT,4,Bottom,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,693712
C6,626156,WT,4,Bottom,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,626156
C7,656001,WT,4,Bottom,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,656001
C8,547393,WT,4,Bottom,2023_07_03,SB2,Plant_4_2023_07_03,Mitch,2023_07_03,547393
C9,1133933,WT,5,Top,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,1133933
C10,889579,WT,5,Top,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,889579
C11,899864,WT,5,Top,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,899864
C12,804815,WT,5,Top,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,804815
D1,1023103,WT,5,Bottom,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,1023103
D2,660948,WT,5,Bottom,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,660948
D3,952418,WT,5,Bottom,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,952418
D4,691200,WT,5,Bottom,2023_07_03,SB2,Plant_5_2023_07_03,Mitch,2023_07_03,691200
D5,1025529,WT,6,Top,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,1025529
D6,696486,WT,6,Top,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,696486
D7,820976,WT,6,Top,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,820976
D8,643886,WT,6,Top,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,643886
D9,526484,WT,6,Bottom,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,526484
D10,657491,WT,6,Bottom,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,657491
D11,594792,WT,6,Bottom,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,594792
D12,538833,WT,6,Bottom,2023_07_03,SB2,Plant_6_2023_07_03,Mitch,2023_07_03,538833
E1,1107176,WT,7,Top,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,1107176
E2,999279,WT,7,Top,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,999279
E3,635113,WT,7,Top,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,635113
E4,908139,WT,7,Top,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,908139
E5,530126,WT,7,Bottom,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,530126
E6,616610,WT,7,Bottom,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,616610
E7,733969,WT,7,Bottom,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,733969
E8,599521,WT,7,Bottom,2023_07_03,SB2,Plant_7_2023_07_03,Mitch,2023_07_03,599521
E9,1034294,WT,8,Top,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,1034294
E10,734560,WT,8,Top,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,734560
E11,816341,WT,8,Top,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,816341
E12,853160,WT,8,Top,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,853160
F1,744886,WT,8,Bottom,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,744886
F2,810610,WT,8,Bottom,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,810610
F3,562877,WT,8,Bottom,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,562877
F4,924903,WT,8,Bottom,2023_07_03,SB2,Plant_8_2023_07_03,Mitch,2023_07_03,924903
F5,972,Leaf,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,972
F6,923,Leaf,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,923
F7,872,Leaf,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,872
F8,951,Leaf,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,951
F9,916,Leaf,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,916
F10,915,Leaf,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,915
F11,963,Leaf,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,963
F12,977,Leaf,1,Bottom,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,977
G1,1058,Leaf,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,1058
G2,948,Leaf,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,948
G3,1010,Leaf,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,1010
G4,1038,Leaf,2,Top,2023_07_03,SB2,Plant_2_2023_07_03,Mitch,2023_07_03,1038
