Well,GFP,Strain,Plant,Leaf,Date,Unique_plant_ID
B5,426592,WT,3,Top,2022_07_25,Plant_3_2022_07_25
B6,247879,WT,3,Top,2022_07_25,Plant_3_2022_07_25
B7,256653,WT,3,Top,2022_07_25,Plant_3_2022_07_25
B8,353158,WT,3,Top,2022_07_25,Plant_3_2022_07_25
B9,396597,WT,3,Bottom,2022_07_25,Plant_3_2022_07_25
B10,384252,WT,3,Bottom,2022_07_25,Plant_3_2022_07_25
B11,377760,WT,3,Bottom,2022_07_25,Plant_3_2022_07_25
B12,355215,WT,3,Bottom,2022_07_25,Plant_3_2022_07_25
C1,284317,WT,4,Top,2022_07_25,Plant_4_2022_07_25
C2,429449,WT,4,Top,2022_07_25,Plant_4_2022_07_25
C3,392968,WT,4,Top,2022_07_25,Plant_4_2022_07_25
C4,251285,WT,4,Top,2022_07_25,Plant_4_2022_07_25
C5,196636,WT,4,Bottom,2022_07_25,Plant_4_2022_07_25
C6,172680,WT,4,Bottom,2022_07_25,Plant_4_2022_07_25
C7,281516,WT,4,Bottom,2022_07_25,Plant_4_2022_07_25
C8,210174,WT,4,Bottom,2022_07_25,Plant_4_2022_07_25
C9,173813,WT,5,Top,2022_07_25,Plant_5_2022_07_25
C10,272888,WT,5,Top,2022_07_25,Plant_5_2022_07_25
C11,177590,WT,5,Top,2022_07_25,Plant_5_2022_07_25
C12,357989,WT,5,Top,2022_07_25,Plant_5_2022_07_25
D1,372310,WT,5,Bottom,2022_07_25,Plant_5_2022_07_25
D2,469282,WT,5,Bottom,2022_07_25,Plant_5_2022_07_25
D3,543309,WT,5,Bottom,2022_07_25,Plant_5_2022_07_25
D4,325472,WT,5,Bottom,2022_07_25,Plant_5_2022_07_25
D5,276394,WT,6,Top,2022_07_25,Plant_6_2022_07_25
D6,343566,WT,6,Top,2022_07_25,Plant_6_2022_07_25
D7,274840,WT,6,Top,2022_07_25,Plant_6_2022_07_25
D8,199017,WT,6,Top,2022_07_25,Plant_6_2022_07_25
D9,350741,WT,6,Bottom,2022_07_25,Plant_6_2022_07_25
D10,238374,WT,6,Bottom,2022_07_25,Plant_6_2022_07_25
D11,204013,WT,6,Bottom,2022_07_25,Plant_6_2022_07_25
D12,235468,WT,6,Bottom,2022_07_25,Plant_6_2022_07_25
E1,378198,WT,7,Top,2022_07_25,Plant_7_2022_07_25
E2,287055,WT,7,Top,2022_07_25,Plant_7_2022_07_25
E3,260725,WT,7,Top,2022_07_25,Plant_7_2022_07_25
E4,227782,WT,7,Top,2022_07_25,Plant_7_2022_07_25
E5,240654,WT,7,Bottom,2022_07_25,Plant_7_2022_07_25
E6,264204,WT,7,Bottom,2022_07_25,Plant_7_2022_07_25
E7,266372,WT,7,Bottom,2022_07_25,Plant_7_2022_07_25
E8,342933,WT,7,Bottom,2022_07_25,Plant_7_2022_07_25
E9,157693,WT,8,Top,2022_07_25,Plant_8_2022_07_25
E10,120715,WT,8,Top,2022_07_25,Plant_8_2022_07_25
E11,177279,WT,8,Top,2022_07_25,Plant_8_2022_07_25
E12,269285,WT,8,Top,2022_07_25,Plant_8_2022_07_25
F1,250231,WT,8,Bottom,2022_07_25,Plant_8_2022_07_25
F2,295924,WT,8,Bottom,2022_07_25,Plant_8_2022_07_25
F3,159916,WT,8,Bottom,2022_07_25,Plant_8_2022_07_25
F4,333845,WT,8,Bottom,2022_07_25,Plant_8_2022_07_25
F5,494,Leaf,1,Top,2022_07_25,Plant_1_2022_07_25
F6,474,Leaf,1,Top,2022_07_25,Plant_1_2022_07_25
F7,458,Leaf,1,Top,2022_07_25,Plant_1_2022_07_25
F8,531,Leaf,1,Top,2022_07_25,Plant_1_2022_07_25
F9,568,Leaf,1,Bottom,2022_07_25,Plant_1_2022_07_25
F10,630,Leaf,1,Bottom,2022_07_25,Plant_1_2022_07_25
F11,619,Leaf,1,Bottom,2022_07_25,Plant_1_2022_07_25
F12,611,Leaf,1,Bottom,2022_07_25,Plant_1_2022_07_25
G1,557,Leaf,2,Top,2022_07_25,Plant_2_2022_07_25
G2,530,Leaf,2,Top,2022_07_25,Plant_2_2022_07_25
G3,501,Leaf,2,Top,2022_07_25,Plant_2_2022_07_25
G4,547,Leaf,2,Top,2022_07_25,Plant_2_2022_07_25
G5,637,Leaf,2,Bottom,2022_07_25,Plant_2_2022_07_25
G6,540,Leaf,2,Bottom,2022_07_25,Plant_2_2022_07_25
G7,625,Leaf,2,Bottom,2022_07_25,Plant_2_2022_07_25
G8,545,Leaf,2,Bottom,2022_07_25,Plant_2_2022_07_25
A1,420499,WT,1,Top,2022_09_12,Plant_1_2022_09_12
A2,440842,WT,1,Top,2022_09_12,Plant_1_2022_09_12
A3,353656,WT,1,Top,2022_09_12,Plant_1_2022_09_12
A4,335207,WT,1,Top,2022_09_12,Plant_1_2022_09_12
A5,269325,WT,1,Bottom,2022_09_12,Plant_1_2022_09_12
A6,398141,WT,1,Bottom,2022_09_12,Plant_1_2022_09_12
A7,441608,WT,1,Bottom,2022_09_12,Plant_1_2022_09_12
A8,294542,WT,1,Bottom,2022_09_12,Plant_1_2022_09_12
A9,562250,WT,2,Top,2022_09_12,Plant_2_2022_09_12
A10,594528,WT,2,Top,2022_09_12,Plant_2_2022_09_12
A11,580434,WT,2,Top,2022_09_12,Plant_2_2022_09_12
A12,796538,WT,2,Top,2022_09_12,Plant_2_2022_09_12
B1,383976,WT,2,Bottom,2022_09_12,Plant_2_2022_09_12
B2,445595,WT,2,Bottom,2022_09_12,Plant_2_2022_09_12
B3,369807,WT,2,Bottom,2022_09_12,Plant_2_2022_09_12
B4,372637,WT,2,Bottom,2022_09_12,Plant_2_2022_09_12
B5,421945,WT,3,Top,2022_09_12,Plant_3_2022_09_12
B6,292749,WT,3,Top,2022_09_12,Plant_3_2022_09_12
B7,444925,WT,3,Top,2022_09_12,Plant_3_2022_09_12
B8,359102,WT,3,Top,2022_09_12,Plant_3_2022_09_12
B9,569673,WT,3,Bottom,2022_09_12,Plant_3_2022_09_12
B10,514006,WT,3,Bottom,2022_09_12,Plant_3_2022_09_12
B11,439835,WT,3,Bottom,2022_09_12,Plant_3_2022_09_12
B12,601148,WT,3,Bottom,2022_09_12,Plant_3_2022_09_12
C1,362196,WT,4,Top,2022_09_12,Plant_4_2022_09_12
C2,331398,WT,4,Top,2022_09_12,Plant_4_2022_09_12
C3,469361,WT,4,Top,2022_09_12,Plant_4_2022_09_12
C4,444904,WT,4,Top,2022_09_12,Plant_4_2022_09_12
C5,333634,WT,4,Bottom,2022_09_12,Plant_4_2022_09_12
C6,398485,WT,4,Bottom,2022_09_12,Plant_4_2022_09_12
C7,355763,WT,4,Bottom,2022_09_12,Plant_4_2022_09_12
C8,323288,WT,4,Bottom,2022_09_12,Plant_4_2022_09_12
C9,492435,WT,5,Top,2022_09_12,Plant_5_2022_09_12
C10,248863,WT,5,Top,2022_09_12,Plant_5_2022_09_12
C11,493025,WT,5,Top,2022_09_12,Plant_5_2022_09_12
C12,484407,WT,5,Top,2022_09_12,Plant_5_2022_09_12
D1,344156,WT,5,Bottom,2022_09_12,Plant_5_2022_09_12
D2,243411,WT,5,Bottom,2022_09_12,Plant_5_2022_09_12
D3,358384,WT,5,Bottom,2022_09_12,Plant_5_2022_09_12
D4,291097,WT,5,Bottom,2022_09_12,Plant_5_2022_09_12
D5,417168,WT,6,Top,2022_09_12,Plant_6_2022_09_12
D6,471742,WT,6,Top,2022_09_12,Plant_6_2022_09_12
D7,465263,WT,6,Top,2022_09_12,Plant_6_2022_09_12
D8,755470,WT,6,Top,2022_09_12,Plant_6_2022_09_12
D9,301846,WT,6,Bottom,2022_09_12,Plant_6_2022_09_12
D10,257117,WT,6,Bottom,2022_09_12,Plant_6_2022_09_12
D11,347088,WT,6,Bottom,2022_09_12,Plant_6_2022_09_12
D12,402205,WT,6,Bottom,2022_09_12,Plant_6_2022_09_12
E1,475512,WT,7,Top,2022_09_12,Plant_7_2022_09_12
E2,580609,WT,7,Top,2022_09_12,Plant_7_2022_09_12
E3,547920,WT,7,Top,2022_09_12,Plant_7_2022_09_12
E4,527739,WT,7,Top,2022_09_12,Plant_7_2022_09_12
E5,314933,WT,7,Bottom,2022_09_12,Plant_7_2022_09_12
E6,241391,WT,7,Bottom,2022_09_12,Plant_7_2022_09_12
E7,253847,WT,7,Bottom,2022_09_12,Plant_7_2022_09_12
E8,293929,WT,7,Bottom,2022_09_12,Plant_7_2022_09_12
E9,465347,WT,8,Top,2022_09_12,Plant_8_2022_09_12
E10,449248,WT,8,Top,2022_09_12,Plant_8_2022_09_12
E11,432454,WT,8,Top,2022_09_12,Plant_8_2022_09_12
E12,452872,WT,8,Top,2022_09_12,Plant_8_2022_09_12
F1,361335,WT,8,Bottom,2022_09_12,Plant_8_2022_09_12
F2,429573,WT,8,Bottom,2022_09_12,Plant_8_2022_09_12
F3,137642,WT,8,Bottom,2022_09_12,Plant_8_2022_09_12
F4,152218,WT,8,Bottom,2022_09_12,Plant_8_2022_09_12
F5,768,Leaf,1,Top,2022_09_12,Plant_1_2022_09_12
F6,723,Leaf,1,Top,2022_09_12,Plant_1_2022_09_12
F7,740,Leaf,1,Top,2022_09_12,Plant_1_2022_09_12
F8,729,Leaf,1,Top,2022_09_12,Plant_1_2022_09_12
F9,754,Leaf,1,Bottom,2022_09_12,Plant_1_2022_09_12
F10,715,Leaf,1,Bottom,2022_09_12,Plant_1_2022_09_12
F11,735,Leaf,1,Bottom,2022_09_12,Plant_1_2022_09_12
F12,759,Leaf,1,Bottom,2022_09_12,Plant_1_2022_09_12
G1,802,Leaf,2,Top,2022_09_12,Plant_2_2022_09_12
G2,748,Leaf,2,Top,2022_09_12,Plant_2_2022_09_12
G3,799,Leaf,2,Top,2022_09_12,Plant_2_2022_09_12
G4,844,Leaf,2,Top,2022_09_12,Plant_2_2022_09_12
A1,462563,WT,1,Top,2022_10_17,Plant_1_2022_10_17
A2,438281,WT,1,Top,2022_10_17,Plant_1_2022_10_17
A3,392044,WT,1,Top,2022_10_17,Plant_1_2022_10_17
A4,536579,WT,1,Top,2022_10_17,Plant_1_2022_10_17
A5,556292,WT,1,Bottom,2022_10_17,Plant_1_2022_10_17
A6,613912,WT,1,Bottom,2022_10_17,Plant_1_2022_10_17
A7,575497,WT,1,Bottom,2022_10_17,Plant_1_2022_10_17
A8,447493,WT,1,Bottom,2022_10_17,Plant_1_2022_10_17
A9,615937,WT,2,Top,2022_10_17,Plant_2_2022_10_17
A10,513506,WT,2,Top,2022_10_17,Plant_2_2022_10_17
A11,489520,WT,2,Top,2022_10_17,Plant_2_2022_10_17
A12,626273,WT,2,Top,2022_10_17,Plant_2_2022_10_17
B1,466727,WT,2,Bottom,2022_10_17,Plant_2_2022_10_17
B2,755412,WT,2,Bottom,2022_10_17,Plant_2_2022_10_17
B3,601960,WT,2,Bottom,2022_10_17,Plant_2_2022_10_17
B4,531933,WT,2,Bottom,2022_10_17,Plant_2_2022_10_17
B5,453924,WT,3,Top,2022_10_17,Plant_3_2022_10_17
B6,474613,WT,3,Top,2022_10_17,Plant_3_2022_10_17
B7,493578,WT,3,Top,2022_10_17,Plant_3_2022_10_17
B8,576507,WT,3,Top,2022_10_17,Plant_3_2022_10_17
B9,235196,WT,3,Bottom,2022_10_17,Plant_3_2022_10_17
B10,283888,WT,3,Bottom,2022_10_17,Plant_3_2022_10_17
B11,257637,WT,3,Bottom,2022_10_17,Plant_3_2022_10_17
B12,296498,WT,3,Bottom,2022_10_17,Plant_3_2022_10_17
C1,428967,WT,4,Top,2022_10_17,Plant_4_2022_10_17
C2,238910,WT,4,Top,2022_10_17,Plant_4_2022_10_17
C3,220448,WT,4,Top,2022_10_17,Plant_4_2022_10_17
C4,269188,WT,4,Top,2022_10_17,Plant_4_2022_10_17
C5,385181,WT,4,Bottom,2022_10_17,Plant_4_2022_10_17
C6,564750,WT,4,Bottom,2022_10_17,Plant_4_2022_10_17
C7,384279,WT,4,Bottom,2022_10_17,Plant_4_2022_10_17
C8,423772,WT,4,Bottom,2022_10_17,Plant_4_2022_10_17
C9,410336,WT,5,Top,2022_10_17,Plant_5_2022_10_17
C10,465342,WT,5,Top,2022_10_17,Plant_5_2022_10_17
C11,397877,WT,5,Top,2022_10_17,Plant_5_2022_10_17
C12,391157,WT,5,Top,2022_10_17,Plant_5_2022_10_17
D1,394507,WT,5,Bottom,2022_10_17,Plant_5_2022_10_17
D2,572257,WT,5,Bottom,2022_10_17,Plant_5_2022_10_17
D3,428647,WT,5,Bottom,2022_10_17,Plant_5_2022_10_17
D4,500375,WT,5,Bottom,2022_10_17,Plant_5_2022_10_17
D5,527653,WT,6,Top,2022_10_17,Plant_6_2022_10_17
D6,539741,WT,6,Top,2022_10_17,Plant_6_2022_10_17
D7,511207,WT,6,Top,2022_10_17,Plant_6_2022_10_17
D8,507940,WT,6,Top,2022_10_17,Plant_6_2022_10_17
D9,558944,WT,6,Bottom,2022_10_17,Plant_6_2022_10_17
D10,385497,WT,6,Bottom,2022_10_17,Plant_6_2022_10_17
D11,472845,WT,6,Bottom,2022_10_17,Plant_6_2022_10_17
D12,459024,WT,6,Bottom,2022_10_17,Plant_6_2022_10_17
E1,333991,WT,7,Top,2022_10_17,Plant_7_2022_10_17
E2,406452,WT,7,Top,2022_10_17,Plant_7_2022_10_17
E3,366979,WT,7,Top,2022_10_17,Plant_7_2022_10_17
E4,283519,WT,7,Top,2022_10_17,Plant_7_2022_10_17
E5,399194,WT,7,Bottom,2022_10_17,Plant_7_2022_10_17
E6,466422,WT,7,Bottom,2022_10_17,Plant_7_2022_10_17
E7,508481,WT,7,Bottom,2022_10_17,Plant_7_2022_10_17
E8,416514,WT,7,Bottom,2022_10_17,Plant_7_2022_10_17
E9,596203,WT,8,Top,2022_10_17,Plant_8_2022_10_17
E10,511839,WT,8,Top,2022_10_17,Plant_8_2022_10_17
E11,461104,WT,8,Top,2022_10_17,Plant_8_2022_10_17
E12,528154,WT,8,Top,2022_10_17,Plant_8_2022_10_17
F1,391060,WT,8,Bottom,2022_10_17,Plant_8_2022_10_17
F2,370436,WT,8,Bottom,2022_10_17,Plant_8_2022_10_17
F3,496114,WT,8,Bottom,2022_10_17,Plant_8_2022_10_17
F4,414729,WT,8,Bottom,2022_10_17,Plant_8_2022_10_17
C9,1128,Leaf,1,Top,2022_10_17,Plant_1_2022_10_17
C10,648,Leaf,1,Top,2022_10_17,Plant_1_2022_10_17
C11,670,Leaf,1,Top,2022_10_17,Plant_1_2022_10_17
C12,682,Leaf,1,Top,2022_10_17,Plant_1_2022_10_17
D1,669,Leaf,1,Bottom,2022_10_17,Plant_1_2022_10_17
D2,619,Leaf,1,Bottom,2022_10_17,Plant_1_2022_10_17
D3,687,Leaf,1,Bottom,2022_10_17,Plant_1_2022_10_17
D4,674,Leaf,1,Bottom,2022_10_17,Plant_1_2022_10_17
D5,672,Leaf,2,Top,2022_10_17,Plant_2_2022_10_17
D6,913,Leaf,2,Top,2022_10_17,Plant_2_2022_10_17
D7,813,Leaf,2,Top,2022_10_17,Plant_2_2022_10_17
D8,755,Leaf,2,Top,2022_10_17,Plant_2_2022_10_17
D9,594,Leaf,3,Top,2022_10_17,Plant_3_2022_10_17
D10,663,Leaf,3,Top,2022_10_17,Plant_3_2022_10_17
D11,593,Leaf,3,Top,2022_10_17,Plant_3_2022_10_17
D12,668,Leaf,3,Top,2022_10_17,Plant_3_2022_10_17
E1,650,Leaf,3,Bottom,2022_10_17,Plant_3_2022_10_17
E2,684,Leaf,3,Bottom,2022_10_17,Plant_3_2022_10_17
E3,715,Leaf,3,Bottom,2022_10_17,Plant_3_2022_10_17
E4,625,Leaf,3,Bottom,2022_10_17,Plant_3_2022_10_17
E5,673,Leaf,4,Top,2022_10_17,Plant_4_2022_10_17
E6,778,Leaf,4,Top,2022_10_17,Plant_4_2022_10_17
E7,759,Leaf,4,Top,2022_10_17,Plant_4_2022_10_17
E8,667,Leaf,4,Top,2022_10_17,Plant_4_2022_10_17
A1,298538,WT,1,Top,2022_11_07,Plant_1_2022_11_07
A2,298225,WT,1,Top,2022_11_07,Plant_1_2022_11_07
A3,467425,WT,1,Top,2022_11_07,Plant_1_2022_11_07
A4,288799,WT,1,Top,2022_11_07,Plant_1_2022_11_07
A5,495752,WT,1,Bottom,2022_11_07,Plant_1_2022_11_07
A6,581741,WT,1,Bottom,2022_11_07,Plant_1_2022_11_07
A7,488275,WT,1,Bottom,2022_11_07,Plant_1_2022_11_07
A8,378296,WT,1,Bottom,2022_11_07,Plant_1_2022_11_07
A9,224692,WT,2,Top,2022_11_07,Plant_2_2022_11_07
A10,202951,WT,2,Top,2022_11_07,Plant_2_2022_11_07
A11,307000,WT,2,Top,2022_11_07,Plant_2_2022_11_07
A12,161486,WT,2,Top,2022_11_07,Plant_2_2022_11_07
B1,262473,WT,2,Bottom,2022_11_07,Plant_2_2022_11_07
B2,450576,WT,2,Bottom,2022_11_07,Plant_2_2022_11_07
B3,357429,WT,2,Bottom,2022_11_07,Plant_2_2022_11_07
B4,231764,WT,2,Bottom,2022_11_07,Plant_2_2022_11_07
B5,219237,WT,3,Top,2022_11_07,Plant_3_2022_11_07
B6,257089,WT,3,Top,2022_11_07,Plant_3_2022_11_07
B7,296927,WT,3,Top,2022_11_07,Plant_3_2022_11_07
B8,227603,WT,3,Top,2022_11_07,Plant_3_2022_11_07
B9,208506,WT,3,Bottom,2022_11_07,Plant_3_2022_11_07
B10,437585,WT,3,Bottom,2022_11_07,Plant_3_2022_11_07
B11,299858,WT,3,Bottom,2022_11_07,Plant_3_2022_11_07
B12,395320,WT,3,Bottom,2022_11_07,Plant_3_2022_11_07
C1,276442,WT,4,Top,2022_11_07,Plant_4_2022_11_07
C2,278463,WT,4,Top,2022_11_07,Plant_4_2022_11_07
C3,266960,WT,4,Top,2022_11_07,Plant_4_2022_11_07
C4,268193,WT,4,Top,2022_11_07,Plant_4_2022_11_07
C5,327206,WT,4,Bottom,2022_11_07,Plant_4_2022_11_07
C6,318454,WT,4,Bottom,2022_11_07,Plant_4_2022_11_07
C7,330493,WT,4,Bottom,2022_11_07,Plant_4_2022_11_07
C8,333521,WT,4,Bottom,2022_11_07,Plant_4_2022_11_07
C9,352590,WT,5,Top,2022_11_07,Plant_5_2022_11_07
C10,284671,WT,5,Top,2022_11_07,Plant_5_2022_11_07
C11,260603,WT,5,Top,2022_11_07,Plant_5_2022_11_07
C12,285699,WT,5,Top,2022_11_07,Plant_5_2022_11_07
D1,250720,WT,5,Bottom,2022_11_07,Plant_5_2022_11_07
D2,290837,WT,5,Bottom,2022_11_07,Plant_5_2022_11_07
D3,288189,WT,5,Bottom,2022_11_07,Plant_5_2022_11_07
D4,295701,WT,5,Bottom,2022_11_07,Plant_5_2022_11_07
D5,204897,WT,6,Top,2022_11_07,Plant_6_2022_11_07
D6,368588,WT,6,Top,2022_11_07,Plant_6_2022_11_07
D7,334764,WT,6,Top,2022_11_07,Plant_6_2022_11_07
D8,303990,WT,6,Top,2022_11_07,Plant_6_2022_11_07
D9,169679,WT,6,Bottom,2022_11_07,Plant_6_2022_11_07
D10,180762,WT,6,Bottom,2022_11_07,Plant_6_2022_11_07
D11,211865,WT,6,Bottom,2022_11_07,Plant_6_2022_11_07
D12,264691,WT,6,Bottom,2022_11_07,Plant_6_2022_11_07
E1,179096,WT,7,Top,2022_11_07,Plant_7_2022_11_07
E2,249842,WT,7,Top,2022_11_07,Plant_7_2022_11_07
E3,279071,WT,7,Top,2022_11_07,Plant_7_2022_11_07
E4,197865,WT,7,Top,2022_11_07,Plant_7_2022_11_07
E5,284205,WT,7,Bottom,2022_11_07,Plant_7_2022_11_07
E6,289024,WT,7,Bottom,2022_11_07,Plant_7_2022_11_07
E7,295989,WT,7,Bottom,2022_11_07,Plant_7_2022_11_07
E8,264226,WT,7,Bottom,2022_11_07,Plant_7_2022_11_07
E9,236264,WT,8,Top,2022_11_07,Plant_8_2022_11_07
E10,358449,WT,8,Top,2022_11_07,Plant_8_2022_11_07
E11,299304,WT,8,Top,2022_11_07,Plant_8_2022_11_07
E12,91356,WT,8,Top,2022_11_07,Plant_8_2022_11_07
F1,310307,WT,8,Bottom,2022_11_07,Plant_8_2022_11_07
F2,337662,WT,8,Bottom,2022_11_07,Plant_8_2022_11_07
F3,254118,WT,8,Bottom,2022_11_07,Plant_8_2022_11_07
F4,353326,WT,8,Bottom,2022_11_07,Plant_8_2022_11_07
A1,732,Leaf,1,Top,2022_11_07,Plant_1_2022_11_07
A2,694,Leaf,1,Top,2022_11_07,Plant_1_2022_11_07
A3,612,Leaf,1,Top,2022_11_07,Plant_1_2022_11_07
A4,591,Leaf,1,Top,2022_11_07,Plant_1_2022_11_07
A5,692,Leaf,1,Bottom,2022_11_07,Plant_1_2022_11_07
A6,709,Leaf,1,Bottom,2022_11_07,Plant_1_2022_11_07
A7,757,Leaf,1,Bottom,2022_11_07,Plant_1_2022_11_07
A8,640,Leaf,1,Bottom,2022_11_07,Plant_1_2022_11_07
A9,685,Leaf,2,Top,2022_11_07,Plant_2_2022_11_07
A10,683,Leaf,2,Top,2022_11_07,Plant_2_2022_11_07
A11,689,Leaf,2,Top,2022_11_07,Plant_2_2022_11_07
A12,679,Leaf,2,Top,2022_11_07,Plant_2_2022_11_07
B1,673,Leaf,2,Bottom,2022_11_07,Plant_2_2022_11_07
B2,639,Leaf,2,Bottom,2022_11_07,Plant_2_2022_11_07
B3,646,Leaf,2,Bottom,2022_11_07,Plant_2_2022_11_07
B4,597,Leaf,2,Bottom,2022_11_07,Plant_2_2022_11_07
B5,642,Leaf,3,Top,2022_11_07,Plant_3_2022_11_07
B6,656,Leaf,3,Top,2022_11_07,Plant_3_2022_11_07
B7,705,Leaf,3,Top,2022_11_07,Plant_3_2022_11_07
B8,576,Leaf,3,Top,2022_11_07,Plant_3_2022_11_07
B9,594,Leaf,3,Bottom,2022_11_07,Plant_3_2022_11_07
B10,592,Leaf,3,Bottom,2022_11_07,Plant_3_2022_11_07
B11,597,Leaf,3,Bottom,2022_11_07,Plant_3_2022_11_07
B12,651,Leaf,3,Bottom,2022_11_07,Plant_3_2022_11_07
A1,907747,WT,1,Top,2022_12_05,Plant_1_2022_12_05
A2,579450,WT,1,Top,2022_12_05,Plant_1_2022_12_05
A3,741414,WT,1,Top,2022_12_05,Plant_1_2022_12_05
A4,913911,WT,1,Top,2022_12_05,Plant_1_2022_12_05
A5,757615,WT,1,Bottom,2022_12_05,Plant_1_2022_12_05
A6,750900,WT,1,Bottom,2022_12_05,Plant_1_2022_12_05
A7,520029,WT,1,Bottom,2022_12_05,Plant_1_2022_12_05
A8,488405,WT,1,Bottom,2022_12_05,Plant_1_2022_12_05
A9,694688,WT,2,Top,2022_12_05,Plant_2_2022_12_05
A10,678707,WT,2,Top,2022_12_05,Plant_2_2022_12_05
A11,601091,WT,2,Top,2022_12_05,Plant_2_2022_12_05
A12,605056,WT,2,Top,2022_12_05,Plant_2_2022_12_05
B1,570975,WT,2,Bottom,2022_12_05,Plant_2_2022_12_05
B2,900737,WT,2,Bottom,2022_12_05,Plant_2_2022_12_05
B3,975632,WT,2,Bottom,2022_12_05,Plant_2_2022_12_05
B4,593844,WT,2,Bottom,2022_12_05,Plant_2_2022_12_05
B5,326771,WT,3,Top,2022_12_05,Plant_3_2022_12_05
B6,370635,WT,3,Top,2022_12_05,Plant_3_2022_12_05
B7,295301,WT,3,Top,2022_12_05,Plant_3_2022_12_05
B8,295094,WT,3,Top,2022_12_05,Plant_3_2022_12_05
B9,552498,WT,3,Bottom,2022_12_05,Plant_3_2022_12_05
B10,477806,WT,3,Bottom,2022_12_05,Plant_3_2022_12_05
B11,305718,WT,3,Bottom,2022_12_05,Plant_3_2022_12_05
B12,354390,WT,3,Bottom,2022_12_05,Plant_3_2022_12_05
C1,695249,WT,4,Top,2022_12_05,Plant_4_2022_12_05
C2,383982,WT,4,Top,2022_12_05,Plant_4_2022_12_05
C3,755257,WT,4,Top,2022_12_05,Plant_4_2022_12_05
C4,447280,WT,4,Top,2022_12_05,Plant_4_2022_12_05
C5,534153,WT,4,Bottom,2022_12_05,Plant_4_2022_12_05
C6,660103,WT,4,Bottom,2022_12_05,Plant_4_2022_12_05
C7,876269,WT,4,Bottom,2022_12_05,Plant_4_2022_12_05
C8,889170,WT,4,Bottom,2022_12_05,Plant_4_2022_12_05
C9,910287,WT,5,Top,2022_12_05,Plant_5_2022_12_05
C10,973817,WT,5,Top,2022_12_05,Plant_5_2022_12_05
C11,1048157,WT,5,Top,2022_12_05,Plant_5_2022_12_05
C12,888149,WT,5,Top,2022_12_05,Plant_5_2022_12_05
D1,535800,WT,5,Bottom,2022_12_05,Plant_5_2022_12_05
D2,650208,WT,5,Bottom,2022_12_05,Plant_5_2022_12_05
D3,677739,WT,5,Bottom,2022_12_05,Plant_5_2022_12_05
D4,441848,WT,5,Bottom,2022_12_05,Plant_5_2022_12_05
D5,564891,WT,6,Top,2022_12_05,Plant_6_2022_12_05
D6,582997,WT,6,Top,2022_12_05,Plant_6_2022_12_05
D7,639229,WT,6,Top,2022_12_05,Plant_6_2022_12_05
D8,609019,WT,6,Top,2022_12_05,Plant_6_2022_12_05
D9,939633,WT,6,Bottom,2022_12_05,Plant_6_2022_12_05
D10,1166104,WT,6,Bottom,2022_12_05,Plant_6_2022_12_05
D11,692648,WT,6,Bottom,2022_12_05,Plant_6_2022_12_05
D12,546874,WT,6,Bottom,2022_12_05,Plant_6_2022_12_05
E1,735801,WT,7,Top,2022_12_05,Plant_7_2022_12_05
E2,713294,WT,7,Top,2022_12_05,Plant_7_2022_12_05
E3,559551,WT,7,Top,2022_12_05,Plant_7_2022_12_05
E4,641722,WT,7,Top,2022_12_05,Plant_7_2022_12_05
E5,576644,WT,7,Bottom,2022_12_05,Plant_7_2022_12_05
E6,452741,WT,7,Bottom,2022_12_05,Plant_7_2022_12_05
E7,568742,WT,7,Bottom,2022_12_05,Plant_7_2022_12_05
E8,596771,WT,7,Bottom,2022_12_05,Plant_7_2022_12_05
E9,170723,WT,8,Top,2022_12_05,Plant_8_2022_12_05
E10,635499,WT,8,Top,2022_12_05,Plant_8_2022_12_05
E11,433731,WT,8,Top,2022_12_05,Plant_8_2022_12_05
E12,539796,WT,8,Top,2022_12_05,Plant_8_2022_12_05
F1,705715,WT,8,Bottom,2022_12_05,Plant_8_2022_12_05
F2,715143,WT,8,Bottom,2022_12_05,Plant_8_2022_12_05
F3,792184,WT,8,Bottom,2022_12_05,Plant_8_2022_12_05
F4,718420,WT,8,Bottom,2022_12_05,Plant_8_2022_12_05
A1,988,Leaf,1,Top,2022_12_05,Plant_1_2022_12_05
A2,1018,Leaf,1,Top,2022_12_05,Plant_1_2022_12_05
A3,874,Leaf,1,Top,2022_12_05,Plant_1_2022_12_05
A4,870,Leaf,1,Top,2022_12_05,Plant_1_2022_12_05
A5,1038,Leaf,1,Bottom,2022_12_05,Plant_1_2022_12_05
A6,813,Leaf,1,Bottom,2022_12_05,Plant_1_2022_12_05
A7,1327,Leaf,1,Bottom,2022_12_05,Plant_1_2022_12_05
A8,871,Leaf,1,Bottom,2022_12_05,Plant_1_2022_12_05
A9,906,Leaf,2,Top,2022_12_05,Plant_2_2022_12_05
A10,989,Leaf,2,Top,2022_12_05,Plant_2_2022_12_05
A11,1015,Leaf,2,Top,2022_12_05,Plant_2_2022_12_05
A12,919,Leaf,2,Top,2022_12_05,Plant_2_2022_12_05
B1,893,Leaf,2,Bottom,2022_12_05,Plant_2_2022_12_05
B2,875,Leaf,2,Bottom,2022_12_05,Plant_2_2022_12_05
B3,817,Leaf,2,Bottom,2022_12_05,Plant_2_2022_12_05
B4,914,Leaf,2,Bottom,2022_12_05,Plant_2_2022_12_05
